date,location,rainfall_mm,temperature_c,humidity_pct,wind_speed_kmh,pressure_hpa,rain_category,month,season
2021-01-06,Danang,91.47,35.9,46.9,24.9,1013.6,Heavy,1,winter
2021-01-24,Hcmc,22.91,20.2,54.5,10.5,995.9,Moderate,1,winter
2021-01-27,Hanoi,189.08,19.4,89.6,1.7,1012.8,Heavy,1,winter
2021-01-31,Can Tho,42.81,30.1,53.8,9.6,1001.2,Moderate,1,winter
2021-02-07,Danang,146.78,22.8,67.2,33.7,1009.8,Heavy,2,winter
2021-02-12,Can Tho,155.39,25.5,42.8,12.5,1019.5,Heavy,2,winter
2021-02-18,Hanoi,151.12,32.1,73.3,8.9,1001.3,Heavy,2,winter
2020-01-02,Danang,142.14,22.1,78.8,0.6,1001.8,Heavy,1,winter
2020-01-09,Hcmc,168.54,24.7,83.3,22.7,1016.0,Heavy,1,winter
2020-01-26,Danang,166.57,25.2,52.8,21.6,1001.8,Heavy,1,winter
2020-01-26,Can Tho,57.83,28.8,74.9,37.4,995.1,Heavy,1,winter
2020-02-02,Danang,84.33,19.3,50.6,16.5,991.7,Heavy,2,winter
2020-02-22,Hanoi,99.3,23.7,64.6,28.8,998.7,Heavy,2,winter
2020-02-28,Can Tho,170.84,34.3,51.3,0.0,993.2,Heavy,2,winter
2020-03-19,Hanoi,167.24,35.5,76.8,28.6,1008.9,Heavy,3,spring
2020-03-25,Hcmc,5.93,20.8,80.6,4.1,1006.9,Light,3,spring
2020-03-29,Danang,146.69,26.9,93.9,11.3,999.9,Heavy,3,spring
2020-04-03,Danang,99.25,24.8,59.5,34.1,997.9,Heavy,4,spring
2020-04-21,Hanoi,21.03,29.8,45.7,36.9,995.0,Moderate,4,spring
2020-04-28,Hue,38.19,26.6,55.1,19.0,1018.3,Moderate,4,spring
2020-05-19,Can Tho,43.97,19.7,48.7,5.7,1002.9,Moderate,5,spring
2020-05-30,Hanoi,145.89,31.8,64.9,28.7,995.5,Heavy,5,spring
2020-06-05,Hanoi,98.8,22.1,45.0,14.4,1010.8,Heavy,6,summer
2020-06-07,Hcmc,8.95,24.3,54.2,5.4,994.9,Light,6,summer
2020-06-08,Danang,122.96,37.0,87.9,30.1,1002.5,Heavy,6,summer
2020-06-09,Hanoi,46.19,24.9,72.2,8.1,991.8,Moderate,6,summer
2020-06-13,Danang,29.69,23.2,52.4,37.5,1001.5,Moderate,6,summer
2020-07-30,Can Tho,190.89,26.4,57.5,2.4,1015.2,Heavy,7,summer
2020-08-02,Danang,121.52,28.7,67.3,3.8,997.9,Heavy,8,summer
2020-08-12,Can Tho,193.36,23.5,47.1,18.8,992.2,Heavy,8,summer
2020-08-12,Can Tho,49.53,23.4,65.7,36.3,1001.2,Moderate,8,summer
2020-08-26,Hue,158.68,24.7,79.5,12.2,1019.0,Heavy,8,summer
2020-09-07,Hue,89.51,23.8,60.3,14.1,1002.0,Heavy,9,autumn
2020-09-08,Hcmc,92.56,35.3,47.0,22.1,1009.3,Heavy,9,autumn
2020-09-09,Can Tho,133.59,18.0,81.4,9.3,1012.1,Heavy,9,autumn
2020-09-21,Can Tho,13.0,28.7,74.1,29.6,1014.8,Light,9,autumn
2020-10-09,Danang,58.1,35.6,79.3,24.6,1000.1,Heavy,10,autumn
2020-10-09,Can Tho,31.78,30.7,47.9,2.1,994.1,Moderate,10,autumn
2020-10-26,Hanoi,113.86,37.9,48.3,5.7,999.3,Heavy,10,autumn
2020-10-26,Hcmc,44.34,23.4,76.5,30.2,998.7,Moderate,10,autumn
2020-11-08,Can Tho,195.56,37.8,45.6,31.8,1013.7,Heavy,11,autumn
2020-11-09,Danang,44.49,24.9,52.9,31.2,1005.9,Moderate,11,autumn
2020-12-20,Hue,9.21,36.6,58.8,39.0,997.4,Light,12,winter
2020-12-23,Hanoi,156.15,23.1,64.2,1.5,993.9,Heavy,12,winter
2021-01-11,Hue,99.42,21.3,63.5,16.7,1006.6,Heavy,1,winter
2021-01-29,Hcmc,60.15,33.0,85.8,21.7,996.2,Heavy,1,winter
2021-02-13,Hue,100.22,20.1,94.8,22.7,1001.7,Heavy,2,winter
2021-02-16,Hcmc,129.2,28.6,87.7,32.0,990.1,Heavy,2,winter
2021-02-18,Hanoi,116.84,23.3,41.1,36.1,1007.6,Heavy,2,winter
2020-01-02,Hcmc,53.82,22.4,82.5,27.1,991.2,Heavy,1,winter
2020-01-04,Danang,80.56,32.4,81.4,38.0,998.8,Heavy,1,winter
2020-01-05,Hanoi,195.25,31.1,64.6,22.8,999.5,Heavy,1,winter
2020-01-27,Hanoi,72.59,36.7,78.8,6.9,999.7,Heavy,1,winter
2020-01-28,Hcmc,172.5,25.7,94.3,38.1,1004.8,Heavy,1,winter
2020-02-02,Hcmc,55.1,29.8,57.6,39.2,1014.8,Heavy,2,winter
2020-02-13,Danang,45.47,28.6,83.8,29.0,1019.8,Moderate,2,winter
2020-02-17,Danang,145.81,35.0,59.8,5.4,1007.5,Heavy,2,winter
2020-02-20,Hue,21.33,33.2,78.5,16.1,1015.3,Moderate,2,winter
2020-02-28,Hanoi,11.08,21.2,98.2,7.6,1017.1,Light,2,winter
2020-03-05,Can Tho,144.58,35.2,47.8,0.3,998.7,Heavy,3,spring
2020-03-16,Hanoi,0.6,35.7,69.5,1.0,1008.3,Light,3,spring
2020-03-18,Hanoi,181.77,28.8,84.8,18.9,1017.3,Heavy,3,spring
2020-03-27,Danang,126.84,27.0,85.6,3.3,1019.3,Heavy,3,spring
2020-03-31,Danang,178.91,26.9,48.7,4.8,1001.5,Heavy,3,spring
2020-04-01,Hanoi,136.83,21.4,98.7,33.9,1014.1,Heavy,4,spring
2020-04-07,Danang,74.47,29.7,90.2,17.1,992.5,Heavy,4,spring
2020-04-09,Hue,54.98,34.3,81.7,12.6,1016.0,Heavy,4,spring
2020-04-17,Hcmc,51.93,19.1,84.5,34.4,1010.8,Heavy,4,spring
2020-04-23,Hcmc,18.45,31.4,62.0,10.0,1016.0,Light,4,spring
2020-04-27,Hue,5.94,32.3,91.2,2.7,1006.0,Light,4,spring
2020-04-30,Hcmc,48.12,36.4,48.9,3.6,997.0,Moderate,4,spring
2020-05-01,Can Tho,68.2,37.6,40.1,34.2,1008.8,Heavy,5,spring
2020-05-15,Hcmc,190.45,24.6,58.8,4.6,1014.8,Heavy,5,spring
2020-06-08,Hue,147.99,27.2,88.9,26.9,1014.8,Heavy,6,summer
2020-06-09,Hcmc,73.78,24.1,88.5,16.3,1014.8,Heavy,6,summer
2020-06-19,Hue,57.81,19.1,46.0,34.2,990.8,Heavy,6,summer
2020-07-11,Danang,49.38,36.5,40.0,2.1,992.9,Moderate,7,summer
2020-07-28,Hanoi,185.27,23.6,42.2,9.6,1003.0,Heavy,7,summer
2020-08-06,Hanoi,23.92,25.7,60.5,0.8,1006.3,Moderate,8,summer
2020-08-08,Can Tho,191.68,23.2,52.1,24.4,1017.2,Heavy,8,summer
2020-08-10,Can Tho,144.68,24.1,61.2,24.9,1006.2,Heavy,8,summer
2020-09-01,Hue,144.46,36.1,56.2,19.7,1019.3,Heavy,9,autumn
2020-09-06,Hcmc,199.77,32.1,95.4,11.0,1005.1,Heavy,9,autumn
2020-09-25,Hcmc,179.51,31.2,87.7,30.0,992.1,Heavy,9,autumn
2020-09-26,Hanoi,160.42,22.6,68.5,33.5,1004.4,Heavy,9,autumn
2020-09-27,Can Tho,58.33,30.1,87.8,27.4,1011.5,Heavy,9,autumn
2020-10-17,Hanoi,18.37,25.7,53.3,29.2,1005.4,Light,10,autumn
2020-11-01,Hcmc,160.79,18.4,62.1,31.6,1018.4,Heavy,11,autumn
2020-11-17,Hcmc,146.88,25.6,57.3,36.8,1008.4,Heavy,11,autumn
2020-11-19,Hue,165.24,34.7,61.8,28.1,1011.6,Heavy,11,autumn
2020-11-20,Can Tho,141.94,27.4,46.6,26.0,995.2,Heavy,11,autumn
2020-11-22,Hanoi,197.1,24.9,76.8,24.7,1015.1,Heavy,11,autumn
2020-11-26,Hcmc,93.8,25.7,75.3,25.2,1018.8,Heavy,11,autumn
2020-12-04,Hcmc,141.49,33.1,42.2,28.4,1013.8,Heavy,12,winter
2020-12-17,Can Tho,168.66,19.8,65.9,25.1,1005.3,Heavy,12,winter
2020-12-28,Hue,149.18,21.0,93.4,38.7,1012.1,Heavy,12,winter
2021-01-24,Danang,164.49,27.4,53.5,21.5,997.3,Heavy,1,winter
2021-02-11,Hanoi,154.83,29.6,68.1,16.8,1000.8,Heavy,2,winter
2021-02-15,Danang,133.95,35.6,63.6,11.7,992.6,Heavy,2,winter
2020-01-01,Danang,122.6,24.8,54.1,25.9,1007.4,Heavy,1,winter
2020-01-04,Hanoi,6.16,24.3,92.1,15.4,1019.9,Light,1,winter
2020-01-21,Hanoi,196.48,35.6,76.4,12.9,1007.6,Heavy,1,winter
2020-01-29,Can Tho,35.88,32.6,69.6,3.8,990.9,Moderate,1,winter
2020-02-06,Danang,192.88,24.6,60.2,21.4,1014.7,Heavy,2,winter
2020-02-07,Can Tho,40.19,31.7,50.9,24.7,1005.1,Moderate,2,winter
2020-02-10,Hanoi,48.5,24.8,62.2,11.6,1012.0,Moderate,2,winter
2020-02-15,Hue,32.53,34.8,44.9,0.6,1003.4,Moderate,2,winter
2020-02-15,Hue,54.18,23.0,50.8,27.5,1011.4,Heavy,2,winter
2020-02-18,Hcmc,8.45,34.2,65.0,39.1,999.2,Light,2,winter
2020-03-09,Can Tho,28.57,36.1,49.1,14.0,995.2,Moderate,3,spring
2020-03-10,Hue,79.49,27.9,96.6,36.8,1013.0,Heavy,3,spring
2020-03-21,Can Tho,48.12,28.8,85.5,5.6,1006.2,Moderate,3,spring
2020-04-03,Danang,42.72,31.2,42.5,28.7,1010.1,Moderate,4,spring
2020-04-05,Hue,27.36,33.9,89.9,27.6,994.9,Moderate,4,spring
2020-04-10,Can Tho,47.87,32.7,59.5,6.6,1013.8,Moderate,4,spring
2020-04-16,Hcmc,119.25,22.6,65.4,25.9,991.4,Heavy,4,spring
2020-04-25,Can Tho,70.16,18.8,58.0,28.3,996.5,Heavy,4,spring
2020-05-07,Danang,61.46,28.4,42.6,33.7,995.8,Heavy,5,spring
2020-05-18,Hcmc,16.18,29.0,80.4,32.8,1007.0,Light,5,spring
2020-05-28,Hue,83.35,29.3,86.2,3.5,1009.4,Heavy,5,spring
2020-05-31,Hue,60.08,28.8,66.5,29.6,1006.3,Heavy,5,spring
2020-06-06,Can Tho,0.75,37.8,61.4,8.9,1002.9,Light,6,summer
2020-06-08,Hcmc,24.69,22.0,73.6,16.9,1003.0,Moderate,6,summer
2020-06-18,Hue,23.76,31.2,96.3,33.7,996.5,Moderate,6,summer
2020-06-25,Hcmc,73.71,31.3,100.0,14.3,992.5,Heavy,6,summer
2020-06-25,Hue,169.71,24.4,83.0,21.5,995.2,Heavy,6,summer
2020-07-01,Can Tho,127.01,29.8,98.2,24.2,1016.1,Heavy,7,summer
2020-07-09,Hanoi,151.62,19.3,68.8,18.1,996.1,Heavy,7,summer
2020-07-17,Hcmc,83.15,22.4,99.1,39.1,1011.2,Heavy,7,summer
2020-08-10,Hanoi,131.19,26.0,52.2,7.0,1016.2,Heavy,8,summer
2020-08-14,Hcmc,98.06,29.0,57.3,4.5,1005.5,Heavy,8,summer
2020-09-02,Hue,118.98,26.4,98.9,7.5,1005.2,Heavy,9,autumn
2020-09-18,Hue,137.66,23.3,86.7,33.7,1014.3,Heavy,9,autumn
2020-09-21,Danang,89.16,27.9,60.8,12.2,1001.3,Heavy,9,autumn
2020-10-14,Can Tho,90.5,23.0,84.0,4.4,991.2,Heavy,10,autumn
2020-10-20,Hcmc,142.57,37.9,76.9,19.4,996.6,Heavy,10,autumn
2020-10-21,Hue,174.55,35.7,98.3,33.9,999.0,Heavy,10,autumn
2020-11-11,Hanoi,20.07,34.4,85.7,19.3,1006.6,Moderate,11,autumn
2020-11-24,Danang,154.76,26.5,69.9,23.3,999.8,Heavy,11,autumn
2020-11-24,Danang,116.69,19.2,74.5,30.4,1012.3,Heavy,11,autumn
2020-11-27,Hue,146.8,28.0,61.4,14.5,991.6,Heavy,11,autumn
2020-11-30,Hcmc,186.09,36.8,72.4,16.2,997.8,Heavy,11,autumn
2020-12-06,Hue,151.28,33.7,87.9,12.1,1010.9,Heavy,12,winter
2020-12-11,Hue,18.33,21.2,81.7,15.7,1016.0,Light,12,winter
2020-12-17,Can Tho,137.24,33.4,82.6,10.6,1010.6,Heavy,12,winter
2020-12-21,Hanoi,15.05,24.7,73.8,9.3,1008.6,Light,12,winter
2020-12-28,Hanoi,116.93,21.2,40.7,15.9,1014.1,Heavy,12,winter
2021-01-07,Hanoi,174.26,28.6,52.4,19.0,1006.0,Heavy,1,winter
2021-01-08,Hue,102.77,36.5,96.5,9.7,1004.1,Heavy,1,winter
2021-01-08,Danang,23.66,20.0,47.9,10.1,1005.5,Moderate,1,winter
2021-01-20,Hue,144.9,21.9,84.9,38.1,997.1,Heavy,1,winter
2021-01-28,Hanoi,169.64,31.1,73.9,37.3,999.7,Heavy,1,winter
2021-01-29,Hcmc,172.69,18.9,96.7,33.8,1013.0,Heavy,1,winter
2021-01-31,Hanoi,122.95,21.4,62.5,25.0,997.2,Heavy,1,winter
2020-01-15,Danang,175.29,31.5,90.0,27.1,1006.4,Heavy,1,winter
2020-01-18,Hanoi,130.2,29.7,99.9,13.3,1009.8,Heavy,1,winter
2020-01-23,Danang,108.38,20.1,81.9,15.9,1005.8,Heavy,1,winter
2020-02-14,Danang,110.83,18.0,45.1,28.6,1014.3,Heavy,2,winter
2020-03-21,Can Tho,131.88,26.4,93.9,27.1,992.1,Heavy,3,spring
2020-03-22,Hue,125.63,32.8,64.6,19.7,1007.7,Heavy,3,spring
2020-03-23,Can Tho,148.6,21.6,71.8,1.3,1003.7,Heavy,3,spring
2020-05-04,Can Tho,163.98,21.2,54.9,17.4,1004.4,Heavy,5,spring
2020-05-15,Hcmc,78.26,32.2,77.5,9.5,1015.5,Heavy,5,spring
2020-05-22,Hanoi,143.05,31.7,80.8,39.6,1013.5,Heavy,5,spring
2020-05-24,Danang,45.77,26.6,47.8,16.6,1015.9,Moderate,5,spring
2020-05-31,Can Tho,110.38,23.4,83.2,36.1,1001.6,Heavy,5,spring
2020-06-04,Hcmc,54.83,32.8,79.9,31.5,1003.8,Heavy,6,summer
2020-06-04,Hue,171.79,21.0,62.6,37.9,1014.3,Heavy,6,summer
2020-06-10,Hue,105.48,32.4,61.6,28.9,1008.7,Heavy,6,summer
2020-06-20,Hcmc,59.27,26.4,40.6,33.0,1005.9,Heavy,6,summer
2020-06-21,Hcmc,173.55,30.0,86.0,6.2,998.8,Heavy,6,summer
2020-06-23,Can Tho,32.57,31.3,95.2,25.6,1010.1,Moderate,6,summer
2020-06-28,Hcmc,173.37,20.6,48.1,39.2,999.9,Heavy,6,summer
2020-06-29,Hanoi,57.32,19.9,80.2,25.9,1001.7,Heavy,6,summer
2020-07-09,Hanoi,27.91,21.8,61.0,19.8,1012.6,Moderate,7,summer
2020-08-01,Hanoi,156.24,33.4,80.0,33.4,1012.2,Heavy,8,summer
2020-08-05,Can Tho,35.83,33.9,81.8,27.0,992.2,Moderate,8,summer
2020-08-26,Can Tho,157.0,25.7,91.1,12.6,1003.3,Heavy,8,summer
2020-09-01,Hanoi,49.18,36.9,54.2,4.4,1001.7,Moderate,9,autumn
2020-09-19,Hue,138.93,35.5,45.0,24.8,1010.6,Heavy,9,autumn
2020-09-29,Can Tho,157.13,33.5,95.8,26.1,1007.2,Heavy,9,autumn
2020-09-30,Hue,123.72,20.2,41.8,23.4,998.9,Heavy,9,autumn
2020-10-09,Hue,73.18,33.7,86.5,0.1,1002.0,Heavy,10,autumn
2020-10-14,Hanoi,109.01,18.7,74.2,31.7,1009.6,Heavy,10,autumn
2020-10-30,Hcmc,114.22,27.8,82.4,14.8,1017.4,Heavy,10,autumn
2020-11-03,Danang,66.35,30.3,83.4,6.8,1006.6,Heavy,11,autumn
2020-11-06,Hcmc,144.28,22.3,97.7,33.0,1009.3,Heavy,11,autumn
2020-12-07,Can Tho,32.88,29.2,94.9,6.6,1014.3,Moderate,12,winter
2020-12-16,Can Tho,101.9,22.5,88.2,31.1,1017.6,Heavy,12,winter
2020-12-16,Can Tho,139.8,20.7,88.1,33.7,996.2,Heavy,12,winter
2021-01-09,Hue,68.91,19.5,67.6,31.6,1008.6,Heavy,1,winter
2021-01-09,Hcmc,43.59,37.8,82.6,2.6,1016.1,Moderate,1,winter
2021-01-27,Hcmc,45.78,25.2,45.4,38.3,1009.9,Moderate,1,winter
2021-01-28,Hcmc,69.36,37.2,64.7,25.2,1016.1,Heavy,1,winter
2021-01-31,Can Tho,43.46,27.3,79.8,35.1,1006.2,Moderate,1,winter
2021-02-09,Hue,21.05,32.5,45.1,27.1,1008.2,Moderate,2,winter
2020-01-02,Hue,104.13,30.0,49.0,14.6,1005.9,Heavy,1,winter
2020-01-07,Hcmc,121.38,29.9,85.3,14.3,995.1,Heavy,1,winter
2020-01-07,Can Tho,54.84,30.2,47.5,25.0,1013.0,Heavy,1,winter
2020-01-30,Hue,57.94,35.2,74.3,25.0,1007.5,Heavy,1,winter
2020-02-23,Danang,180.54,25.0,63.2,1.0,1017.7,Heavy,2,winter
2020-03-07,Hanoi,100.73,33.9,90.3,19.2,1003.6,Heavy,3,spring
2020-03-18,Can Tho,118.43,34.1,93.8,32.8,996.0,Heavy,3,spring
2020-04-02,Hue,191.05,24.8,99.3,27.2,1003.4,Heavy,4,spring
2020-04-04,Hue,37.69,28.3,62.2,38.0,1009.0,Moderate,4,spring
2020-04-11,Hanoi,113.23,22.4,68.8,28.6,1016.2,Heavy,4,spring
2020-04-30,Danang,189.6,28.4,87.6,29.0,1011.3,Heavy,4,spring
2020-05-17,Hcmc,23.58,20.4,43.0,5.7,1006.5,Moderate,5,spring
2020-05-17,Hue,146.2,37.3,68.3,11.5,1013.6,Heavy,5,spring
2020-05-25,Hanoi,110.02,34.9,63.9,39.1,1002.7,Heavy,5,spring
2020-05-27,Hue,111.64,22.6,57.8,29.7,1014.6,Heavy,5,spring
2020-05-29,Danang,10.75,27.1,99.0,30.1,992.9,Light,5,spring
2020-06-07,Can Tho,30.42,36.7,62.6,5.2,999.2,Moderate,6,summer
2020-06-14,Hanoi,189.47,37.4,95.1,28.0,1001.7,Heavy,6,summer
2020-07-04,Can Tho,188.83,31.1,92.8,27.2,1007.0,Heavy,7,summer
2020-07-06,Hue,66.92,19.6,62.0,27.6,1009.8,Heavy,7,summer
2020-07-07,Danang,77.95,30.1,86.2,28.8,1012.5,Heavy,7,summer
2020-07-10,Hcmc,38.46,35.9,89.3,35.0,1001.2,Moderate,7,summer
2020-07-12,Hcmc,88.82,36.2,42.4,3.3,996.4,Heavy,7,summer
2020-08-27,Can Tho,43.19,22.8,81.0,15.1,1002.8,Moderate,8,summer
2020-08-28,Danang,3.78,25.1,76.8,3.2,1014.9,Light,8,summer
2020-08-28,Hanoi,35.19,19.4,54.2,15.7,1000.7,Moderate,8,summer
2020-09-03,Danang,148.57,32.3,42.7,24.6,1015.5,Heavy,9,autumn
2020-09-06,Hanoi,109.98,33.4,93.4,25.3,1001.2,Heavy,9,autumn
2020-09-19,Hue,89.47,32.0,79.4,4.4,1002.3,Heavy,9,autumn
2020-09-24,Hue,5.53,29.1,59.4,9.6,1003.3,Light,9,autumn
2020-09-30,Hue,28.99,29.0,94.7,5.9,991.6,Moderate,9,autumn
2020-10-06,Hue,56.82,18.0,89.6,12.0,1002.7,Heavy,10,autumn
2020-10-23,Hcmc,153.02,18.3,54.6,38.3,1008.0,Heavy,10,autumn
2020-10-24,Can Tho,93.55,23.5,87.4,31.9,1012.0,Heavy,10,autumn
2020-11-23,Can Tho,54.75,23.8,55.1,0.1,1009.7,Heavy,11,autumn
2020-12-02,Hcmc,139.07,37.4,91.0,29.7,994.3,Heavy,12,winter
2020-12-03,Danang,2.19,34.6,98.6,26.1,997.2,Light,12,winter
2020-12-20,Can Tho,172.74,37.9,84.8,38.1,1004.5,Heavy,12,winter
2020-12-29,Danang,39.35,19.7,45.7,35.4,1000.1,Moderate,12,winter
2020-12-30,Hanoi,54.39,37.7,48.9,28.3,1005.4,Heavy,12,winter
2021-01-06,Hue,79.36,18.7,95.4,37.4,1019.8,Heavy,1,winter
2021-01-11,Hanoi,4.12,24.6,40.9,7.4,996.5,Light,1,winter
2021-01-18,Danang,179.22,35.6,89.8,36.8,1013.4,Heavy,1,winter
2021-01-23,Can Tho,184.71,24.0,97.5,2.8,998.8,Heavy,1,winter
2021-02-07,Danang,157.01,22.4,78.7,3.3,1017.7,Heavy,2,winter
2020-01-27,Danang,116.63,22.0,70.7,0.9,1014.5,Heavy,1,winter
2020-02-03,Hue,188.4,21.1,67.4,23.5,1010.2,Heavy,2,winter
2020-02-03,Hcmc,177.43,34.5,63.9,11.1,1000.8,Heavy,2,winter
2020-02-13,Hanoi,175.56,35.0,60.9,3.6,1006.6,Heavy,2,winter
2020-02-24,Can Tho,115.66,31.5,61.4,23.7,1009.1,Heavy,2,winter
2020-02-28,Hcmc,184.07,26.6,73.4,21.7,1003.6,Heavy,2,winter
2020-03-18,Hcmc,174.65,33.8,82.2,1.1,1019.5,Heavy,3,spring
2020-03-21,Danang,148.21,21.9,47.2,31.9,1006.0,Heavy,3,spring
2020-04-14,Hue,2.19,28.6,62.2,30.4,1016.8,Light,4,spring
2020-05-04,Danang,45.42,37.6,66.2,37.5,999.9,Moderate,5,spring
2020-05-04,Can Tho,40.06,23.3,67.6,5.2,997.7,Moderate,5,spring
2020-05-10,Danang,45.53,37.9,52.7,38.9,1019.5,Moderate,5,spring
2020-05-11,Danang,150.86,29.5,78.3,27.0,993.0,Heavy,5,spring
2020-05-15,Hanoi,195.35,21.9,73.5,24.1,1003.6,Heavy,5,spring
2020-05-16,Hue,43.02,30.0,42.8,35.5,998.2,Moderate,5,spring
2020-05-18,Hcmc,16.07,29.9,52.3,27.1,997.9,Light,5,spring
2020-05-29,Hcmc,65.94,23.1,79.0,18.7,1011.7,Heavy,5,spring
2020-06-01,Hcmc,101.61,22.2,44.2,13.9,992.4,Heavy,6,summer
2020-06-02,Hcmc,126.75,27.8,76.5,16.2,1013.6,Heavy,6,summer
2020-06-02,Danang,124.71,19.9,64.4,7.9,1001.9,Heavy,6,summer
2020-06-11,Hanoi,103.3,21.5,51.7,18.0,992.5,Heavy,6,summer
2020-06-26,Danang,145.54,20.6,82.6,10.6,998.1,Heavy,6,summer
2020-07-10,Danang,160.6,25.2,84.0,16.8,1017.7,Heavy,7,summer
2020-07-14,Hanoi,52.14,24.6,66.4,4.8,998.6,Heavy,7,summer
2020-07-19,Danang,163.15,36.4,59.2,15.9,1004.5,Heavy,7,summer
2020-07-25,Hue,25.45,33.1,45.1,21.4,1012.8,Moderate,7,summer
2020-07-31,Danang,15.56,22.2,97.8,34.7,1017.7,Light,7,summer
2020-08-01,Danang,176.25,30.1,60.9,5.8,1004.0,Heavy,8,summer
2020-08-06,Danang,99.07,19.1,96.5,16.3,999.5,Heavy,8,summer
2020-08-12,Hcmc,119.24,21.4,58.7,18.0,1001.1,Heavy,8,summer
2020-08-16,Danang,124.86,20.0,72.7,35.7,1017.9,Heavy,8,summer
2020-09-04,Hanoi,162.92,27.0,89.9,9.8,1012.4,Heavy,9,autumn
2020-09-22,Hanoi,57.1,24.8,43.6,0.3,1017.7,Heavy,9,autumn
2020-10-05,Hue,161.62,19.5,68.1,37.6,994.6,Heavy,10,autumn
2020-10-18,Hue,34.31,33.1,62.5,14.5,1013.8,Moderate,10,autumn
2020-11-18,Can Tho,24.68,28.0,44.7,22.4,1003.4,Moderate,11,autumn
2020-11-20,Can Tho,127.88,37.0,64.1,5.4,1017.5,Heavy,11,autumn
2020-11-27,Hcmc,192.81,23.3,90.5,34.0,999.5,Heavy,11,autumn
2020-12-19,Hue,75.19,26.1,99.6,6.2,1004.5,Heavy,12,winter
2020-12-26,Danang,36.26,20.4,86.5,25.5,996.0,Moderate,12,winter
2021-01-01,Hcmc,182.79,37.8,68.1,18.5,1001.5,Heavy,1,winter
2021-01-08,Hcmc,196.65,25.2,85.4,30.2,994.5,Heavy,1,winter
2021-01-14,Hcmc,21.77,33.8,59.2,11.4,1018.4,Moderate,1,winter
2021-02-17,Hue,3.75,37.6,77.8,38.1,991.4,Light,2,winter
2020-01-26,Danang,75.02,33.5,92.3,29.9,1019.1,Heavy,1,winter
2020-01-28,Hanoi,116.33,27.8,74.9,6.6,999.6,Heavy,1,winter
2020-02-11,Hcmc,188.93,32.5,66.1,26.5,1002.8,Heavy,2,winter
2020-02-13,Danang,24.52,30.4,51.8,37.2,999.6,Moderate,2,winter
2020-02-24,Hanoi,69.31,20.4,44.0,24.9,998.4,Heavy,2,winter
2020-02-24,Hanoi,58.74,33.2,47.3,34.9,992.0,Heavy,2,winter
2020-02-26,Danang,158.96,29.5,69.7,26.3,1008.4,Heavy,2,winter
2020-03-11,Hue,115.22,18.7,58.5,34.1,1002.2,Heavy,3,spring
2020-04-01,Can Tho,24.85,29.5,59.1,6.9,1014.5,Moderate,4,spring
2020-04-15,Danang,75.77,29.2,94.9,4.2,1014.2,Heavy,4,spring
2020-04-20,Hcmc,21.96,25.9,96.7,3.7,993.0,Moderate,4,spring
2020-04-24,Can Tho,41.94,20.9,68.9,24.6,1005.5,Moderate,4,spring
2020-04-30,Can Tho,19.17,18.5,63.9,5.1,990.4,Light,4,spring
2020-05-11,Hue,123.54,26.0,47.3,12.2,1017.7,Heavy,5,spring
2020-05-16,Hue,43.42,21.6,64.4,15.8,1015.7,Moderate,5,spring
2020-05-20,Hcmc,111.74,26.2,45.5,3.2,1009.0,Heavy,5,spring
2020-05-22,Can Tho,178.79,20.9,79.2,33.2,995.2,Heavy,5,spring
2020-05-25,Can Tho,115.22,34.3,55.2,11.1,1016.5,Heavy,5,spring
2020-06-08,Can Tho,14.93,19.9,49.5,32.9,1000.0,Light,6,summer
2020-06-11,Hue,107.76,28.2,75.0,34.2,1014.2,Heavy,6,summer
2020-06-20,Hcmc,117.55,30.6,45.4,19.8,1005.0,Heavy,6,summer
2020-07-07,Hcmc,24.27,27.9,83.5,12.3,991.1,Moderate,7,summer
2020-07-15,Danang,152.78,32.5,72.0,24.4,997.8,Heavy,7,summer
2020-07-17,Danang,151.23,29.9,67.7,0.4,1002.7,Heavy,7,summer
2020-07-20,Hanoi,170.09,29.5,61.0,11.6,1019.0,Heavy,7,summer
2020-07-31,Hanoi,123.98,28.3,54.4,37.8,999.8,Heavy,7,summer
2020-08-13,Hcmc,108.13,20.1,88.5,16.3,993.7,Heavy,8,summer
2020-08-19,Can Tho,52.32,22.2,96.9,38.0,1018.8,Heavy,8,summer
2020-08-21,Hue,81.52,25.3,77.0,15.4,1008.5,Heavy,8,summer
2020-08-27,Hue,137.37,36.8,41.9,24.6,1002.2,Heavy,8,summer
2020-08-27,Hue,90.52,24.4,89.3,7.4,1003.3,Heavy,8,summer
2020-08-31,Can Tho,154.44,29.3,63.9,7.2,1000.7,Heavy,8,summer
2020-09-01,Danang,95.7,25.3,79.6,36.0,996.5,Heavy,9,autumn
2020-09-06,Hanoi,51.21,36.7,46.2,25.9,1006.7,Heavy,9,autumn
2020-09-06,Can Tho,153.52,31.7,92.9,30.6,1015.7,Heavy,9,autumn
2020-09-21,Hcmc,111.16,22.9,72.4,25.8,1005.9,Heavy,9,autumn
2020-09-25,Can Tho,177.2,26.1,85.4,6.5,1002.3,Heavy,9,autumn
2020-10-01,Can Tho,15.01,24.4,65.7,26.2,1001.6,Light,10,autumn
2020-10-03,Can Tho,30.97,36.5,74.9,4.1,997.4,Moderate,10,autumn
